"time (s)","(v "/in" ?resultsDir "/nfs/ug/homes-5/l/lizongh2/cmos65nm/simulation/a6_1/spectre/schematic" ?result "tran-tran") (V)"
0.00000,0.5500
1.786E-13,0.5501
3.571E-13,0.5501
7.143E-13,0.5502
1.429E-12,0.5505
2.857E-12,0.5510
5.179E-12,0.5518
7.857E-12,0.5527
1.321E-11,0.5546
2.393E-11,0.5583
3.607E-11,0.5625
3.643E-11,0.5626
3.714E-11,0.5628
3.857E-11,0.5633
4.143E-11,0.5643
4.714E-11,0.5663
5.857E-11,0.5702
8.143E-11,0.5781
1.121E-10,0.5887
1.429E-10,0.5993
1.43E-10,0.5994
1.432E-10,0.5994
1.436E-10,0.5995
1.443E-10,0.5998
1.457E-10,0.6003
1.48E-10,0.6011
1.507E-10,0.6020
1.561E-10,0.6038
1.668E-10,0.6075
1.789E-10,0.6117
1.793E-10,0.6118
1.8E-10,0.6121
1.814E-10,0.6126
1.843E-10,0.6135
1.900E-10,0.6155
2.014E-10,0.6194
2.243E-10,0.6273
2.550E-10,0.6377
2.857E-10,0.6482
2.859E-10,0.6483
2.861E-10,0.6483
2.864E-10,0.6484
2.871E-10,0.6487
2.886E-10,0.6492
2.909E-10,0.6500
2.936E-10,0.6509
2.989E-10,0.6527
3.096E-10,0.6563
3.218E-10,0.6604
3.221E-10,0.6606
3.229E-10,0.6608
3.243E-10,0.6613
3.271E-10,0.6623
3.329E-10,0.6642
3.443E-10,0.6681
3.671E-10,0.6758
3.979E-10,0.6861
4.286E-10,0.6963
4.288E-10,0.6964
4.289E-10,0.6964
4.293E-10,0.6966
4.3E-10,0.6968
4.314E-10,0.6973
4.338E-10,0.6980
4.364E-10,0.6989
4.418E-10,0.7007
4.525E-10,0.7043
4.646E-10,0.7083
4.65E-10,0.7084
4.657E-10,0.7087
4.671E-10,0.7091
4.7E-10,0.7101
4.757E-10,0.7120
4.871E-10,0.7157
5.100E-10,0.7232
5.407E-10,0.7333
5.714E-10,0.7433
5.716E-10,0.7433
5.718E-10,0.7434
5.721E-10,0.7435
5.729E-10,0.7437
5.743E-10,0.7442
5.766E-10,0.7449
5.793E-10,0.7458
5.846E-10,0.7475
5.954E-10,0.7510
6.075E-10,0.7549
6.079E-10,0.7550
6.086E-10,0.7552
6.100E-10,0.7557
6.129E-10,0.7566
6.186E-10,0.7584
6.3E-10,0.7621
6.529E-10,0.7693
6.836E-10,0.7790
7.143E-10,0.7886
7.145E-10,0.7887
7.146E-10,0.7887
7.15E-10,0.7889
7.157E-10,0.7891
7.171E-10,0.7895
7.195E-10,0.7902
7.221E-10,0.7911
7.275E-10,0.7927
7.382E-10,0.7961
7.504E-10,0.7998
7.507E-10,0.7999
7.514E-10,0.8001
7.529E-10,0.8006
7.557E-10,0.8015
7.614E-10,0.8032
7.729E-10,0.8067
7.957E-10,0.8137
8.264E-10,0.8229
8.571E-10,0.8321
8.573E-10,0.8321
8.575E-10,0.8322
8.579E-10,0.8323
8.586E-10,0.8325
8.6E-10,0.8329
8.623E-10,0.8336
8.65E-10,0.8344
8.704E-10,0.8360
8.811E-10,0.8392
8.932E-10,0.8427
8.936E-10,0.8428
8.943E-10,0.8430
8.957E-10,0.8435
8.986E-10,0.8443
9.043E-10,0.8460
9.157E-10,0.8493
9.386E-10,0.8559
9.693E-10,0.8646
1.0E-9,0.8733
1.0E-9,0.8733
1.0E-9,0.8734
1.001E-9,0.8735
1.001E-9,0.8737
1.003E-9,0.8741
1.005E-9,0.8747
1.008E-9,0.8755
1.013E-9,0.8770
1.024E-9,0.8799
1.036E-9,0.8833
1.036E-9,0.8834
1.037E-9,0.8836
1.039E-9,0.8840
1.041E-9,0.8848
1.047E-9,0.8863
1.059E-9,0.8894
1.081E-9,0.8956
1.112E-9,0.9038
1.143E-9,0.9119
1.143E-9,0.9119
1.143E-9,0.9120
1.144E-9,0.9121
1.144E-9,0.9122
1.146E-9,0.9126
1.148E-9,0.9132
1.151E-9,0.9139
1.156E-9,0.9153
1.167E-9,0.9181
1.179E-9,0.9212
1.179E-9,0.9213
1.18E-9,0.9214
1.181E-9,0.9218
1.184E-9,0.9225
1.19E-9,0.9240
1.201E-9,0.9269
1.224E-9,0.9326
1.255E-9,0.9401
1.286E-9,0.9475
1.286E-9,0.9476
1.286E-9,0.9476
1.286E-9,0.9477
1.287E-9,0.9479
1.289E-9,0.9482
1.291E-9,0.9488
1.294E-9,0.9494
1.299E-9,0.9507
1.31E-9,0.9532
1.322E-9,0.9560
1.322E-9,0.9561
1.323E-9,0.9563
1.324E-9,0.9566
1.327E-9,0.9573
1.333E-9,0.9586
1.344E-9,0.9613
1.367E-9,0.9665
1.398E-9,0.9733
1.429E-9,0.9800
1.429E-9,0.9800
1.429E-9,0.9801
1.429E-9,0.9802
1.43E-9,0.9803
1.431E-9,0.9806
1.434E-9,0.9811
1.436E-9,0.9817
1.442E-9,0.9828
1.452E-9,0.9851
1.465E-9,0.9877
1.465E-9,0.9877
1.466E-9,0.9879
1.467E-9,0.9882
1.47E-9,0.9888
1.476E-9,0.9900
1.487E-9,0.9923
1.51E-9,0.9970
1.541E-9,1.003
1.571E-9,1.009
1.572E-9,1.009
1.572E-9,1.009
1.572E-9,1.009
1.573E-9,1.009
1.574E-9,1.010
1.577E-9,1.010
1.579E-9,1.011
1.585E-9,1.012
1.595E-9,1.014
1.608E-9,1.016
1.608E-9,1.016
1.609E-9,1.016
1.61E-9,1.016
1.613E-9,1.017
1.619E-9,1.018
1.630E-9,1.020
1.653E-9,1.024
1.684E-9,1.029
1.714E-9,1.034
1.714E-9,1.034
1.715E-9,1.034
1.715E-9,1.034
1.716E-9,1.035
1.717E-9,1.035
1.719E-9,1.035
1.722E-9,1.036
1.727E-9,1.036
1.738E-9,1.038
1.75E-9,1.040
1.751E-9,1.040
1.751E-9,1.040
1.753E-9,1.041
1.756E-9,1.041
1.761E-9,1.042
1.773E-9,1.044
1.796E-9,1.047
1.826E-9,1.051
1.857E-9,1.056
1.857E-9,1.056
1.857E-9,1.056
1.858E-9,1.056
1.859E-9,1.056
1.86E-9,1.056
1.862E-9,1.056
1.865E-9,1.057
1.87E-9,1.058
1.881E-9,1.059
1.893E-9,1.061
1.894E-9,1.061
1.894E-9,1.061
1.896E-9,1.061
1.899E-9,1.061
1.904E-9,1.062
1.916E-9,1.063
1.939E-9,1.066
1.969E-9,1.070
2.0E-9,1.073
2.0E-9,1.073
2.0E-9,1.073
2.001E-9,1.073
2.001E-9,1.073
2.003E-9,1.073
2.005E-9,1.074
2.008E-9,1.074
2.013E-9,1.074
2.024E-9,1.076
2.036E-9,1.077
2.036E-9,1.077
2.037E-9,1.077
2.039E-9,1.077
2.041E-9,1.077
2.047E-9,1.078
2.059E-9,1.079
2.081E-9,1.081
2.112E-9,1.084
2.143E-9,1.086
2.143E-9,1.086
2.143E-9,1.086
2.144E-9,1.086
2.144E-9,1.086
2.146E-9,1.086
2.148E-9,1.087
2.151E-9,1.087
2.156E-9,1.087
2.167E-9,1.088
2.179E-9,1.089
2.179E-9,1.089
2.18E-9,1.089
2.181E-9,1.089
2.184E-9,1.089
2.19E-9,1.090
2.201E-9,1.090
2.224E-9,1.092
2.255E-9,1.093
2.286E-9,1.095
2.286E-9,1.095
2.286E-9,1.095
2.286E-9,1.095
2.287E-9,1.095
2.289E-9,1.095
2.291E-9,1.095
2.294E-9,1.095
2.299E-9,1.096
2.31E-9,1.096
2.322E-9,1.097
2.322E-9,1.097
2.323E-9,1.097
2.324E-9,1.097
2.327E-9,1.097
2.333E-9,1.097
2.344E-9,1.097
2.367E-9,1.098
2.398E-9,1.099
2.429E-9,1.099
2.429E-9,1.099
2.429E-9,1.099
2.429E-9,1.099
2.43E-9,1.099
2.431E-9,1.099
2.434E-9,1.100
2.436E-9,1.100
2.442E-9,1.100
2.452E-9,1.100
2.465E-9,1.100
2.465E-9,1.100
2.466E-9,1.100
2.467E-9,1.100
2.47E-9,1.100
2.476E-9,1.100
2.487E-9,1.100
2.510E-9,1.100
2.541E-9,1.100
2.571E-9,1.099
2.572E-9,1.099
2.572E-9,1.099
2.572E-9,1.099
2.573E-9,1.099
2.574E-9,1.099
2.577E-9,1.099
2.583E-9,1.099
2.594E-9,1.099
2.608E-9,1.099
2.608E-9,1.099
2.609E-9,1.099
2.61E-9,1.099
2.613E-9,1.099
2.619E-9,1.098
2.63E-9,1.098
2.653E-9,1.097
2.684E-9,1.096
2.714E-9,1.095
2.714E-9,1.095
2.715E-9,1.095
2.715E-9,1.095
2.716E-9,1.095
2.717E-9,1.095
2.719E-9,1.095
2.722E-9,1.095
2.727E-9,1.094
2.738E-9,1.094
2.75E-9,1.093
2.751E-9,1.093
2.751E-9,1.093
2.753E-9,1.093
2.756E-9,1.093
2.761E-9,1.093
2.773E-9,1.092
2.796E-9,1.091
2.826E-9,1.088
2.857E-9,1.086
2.857E-9,1.086
2.858E-9,1.086
2.858E-9,1.086
2.859E-9,1.086
2.86E-9,1.086
2.862E-9,1.086
2.865E-9,1.086
2.87E-9,1.085
2.881E-9,1.084
2.893E-9,1.083
2.894E-9,1.083
2.894E-9,1.083
2.896E-9,1.083
2.899E-9,1.083
2.904E-9,1.082
2.916E-9,1.081
2.939E-9,1.079
2.969E-9,1.076
3.0E-9,1.073
3.0E-9,1.073
3.0E-9,1.073
3.001E-9,1.073
3.001E-9,1.073
3.003E-9,1.073
3.005E-9,1.073
3.008E-9,1.072
3.013E-9,1.072
3.024E-9,1.070
3.036E-9,1.069
3.036E-9,1.069
3.037E-9,1.069
3.039E-9,1.069
3.041E-9,1.068
3.047E-9,1.068
3.059E-9,1.066
3.081E-9,1.064
3.112E-9,1.060
3.143E-9,1.056
3.143E-9,1.056
3.143E-9,1.056
3.144E-9,1.056
3.144E-9,1.056
3.146E-9,1.055
3.148E-9,1.055
3.151E-9,1.055
3.156E-9,1.054
3.167E-9,1.052
3.179E-9,1.051
3.179E-9,1.051
3.18E-9,1.051
3.181E-9,1.050
3.184E-9,1.050
3.19E-9,1.049
3.201E-9,1.047
3.224E-9,1.044
3.255E-9,1.039
3.286E-9,1.034
3.286E-9,1.034
3.286E-9,1.034
3.286E-9,1.034
3.287E-9,1.034
3.289E-9,1.034
3.291E-9,1.033
3.294E-9,1.033
3.299E-9,1.032
3.31E-9,1.030
3.322E-9,1.028
3.322E-9,1.028
3.323E-9,1.028
3.324E-9,1.028
3.327E-9,1.027
3.333E-9,1.026
3.344E-9,1.024
3.367E-9,1.020
3.398E-9,1.015
3.429E-9,1.009
3.429E-9,1.009
3.429E-9,1.009
3.429E-9,1.009
3.43E-9,1.009
3.431E-9,1.008
3.434E-9,1.008
3.436E-9,1.008
3.442E-9,1.006
3.452E-9,1.004
3.465E-9,1.002
3.465E-9,1.002
3.466E-9,1.002
3.467E-9,1.002
3.47E-9,1.001
3.476E-9,0.9998
3.487E-9,0.9976
3.510E-9,0.9929
3.541E-9,0.9865
3.571E-9,0.9800
3.572E-9,0.9800
3.572E-9,0.9799
3.572E-9,0.9799
3.573E-9,0.9797
3.574E-9,0.9794
3.577E-9,0.9789
3.579E-9,0.9783
3.585E-9,0.9771
3.595E-9,0.9748
3.608E-9,0.9721
3.608E-9,0.9720
3.609E-9,0.9719
3.61E-9,0.9716
3.613E-9,0.9709
3.619E-9,0.9697
3.63E-9,0.9671
3.653E-9,0.9619
3.684E-9,0.9548
3.714E-9,0.9475
3.714E-9,0.9475
3.715E-9,0.9475
3.715E-9,0.9474
3.716E-9,0.9472
3.717E-9,0.9469
3.719E-9,0.9463
3.722E-9,0.9457
3.727E-9,0.9444
3.738E-9,0.9418
3.75E-9,0.9388
3.751E-9,0.9387
3.751E-9,0.9386
3.753E-9,0.9382
3.756E-9,0.9375
3.761E-9,0.9361
3.773E-9,0.9333
3.796E-9,0.9276
3.826E-9,0.9198
3.857E-9,0.9119
3.857E-9,0.9118
3.858E-9,0.9118
3.858E-9,0.9117
3.859E-9,0.9115
3.86E-9,0.9111
3.862E-9,0.9105
3.865E-9,0.9098
3.87E-9,0.9084
3.881E-9,0.9056
3.893E-9,0.9024
3.894E-9,0.9023
3.894E-9,0.9021
3.896E-9,0.9017
3.899E-9,0.9010
3.904E-9,0.8994
3.916E-9,0.8964
3.939E-9,0.8902
3.969E-9,0.8818
4.0E-9,0.8733
4.0E-9,0.8732
4.0E-9,0.8732
4.001E-9,0.8731
4.001E-9,0.8729
4.003E-9,0.8725
4.005E-9,0.8718
4.008E-9,0.8711
4.013E-9,0.8696
4.024E-9,0.8666
4.036E-9,0.8631
4.036E-9,0.8630
4.037E-9,0.8628
4.039E-9,0.8624
4.041E-9,0.8616
4.047E-9,0.8600
4.059E-9,0.8567
4.081E-9,0.8501
4.112E-9,0.8412
4.143E-9,0.8321
4.143E-9,0.8320
4.143E-9,0.8320
4.144E-9,0.8319
4.144E-9,0.8317
4.146E-9,0.8312
4.148E-9,0.8306
4.151E-9,0.8298
4.156E-9,0.8282
4.167E-9,0.8250
4.179E-9,0.8213
4.179E-9,0.8212
4.18E-9,0.8210
4.181E-9,0.8206
4.184E-9,0.8197
4.19E-9,0.8180
4.201E-9,0.8145
4.224E-9,0.8076
4.255E-9,0.7982
4.286E-9,0.7886
4.286E-9,0.7886
4.286E-9,0.7885
4.286E-9,0.7884
4.287E-9,0.7882
4.289E-9,0.7877
4.291E-9,0.7870
4.294E-9,0.7862
4.299E-9,0.7845
4.310E-9,0.7812
4.322E-9,0.7773
4.322E-9,0.7772
4.323E-9,0.7770
4.324E-9,0.7766
4.327E-9,0.7757
4.333E-9,0.7739
4.344E-9,0.7702
4.367E-9,0.7630
4.398E-9,0.7532
4.429E-9,0.7433
4.429E-9,0.7432
4.429E-9,0.7431
4.429E-9,0.7430
4.43E-9,0.7428
4.431E-9,0.7423
4.434E-9,0.7416
4.436E-9,0.7407
4.442E-9,0.7390
4.452E-9,0.7355
4.465E-9,0.7315
4.465E-9,0.7314
4.466E-9,0.7312
4.467E-9,0.7307
4.47E-9,0.7298
4.476E-9,0.7279
4.487E-9,0.7242
4.51E-9,0.7167
4.541E-9,0.7065
4.571E-9,0.6963
4.572E-9,0.6963
4.572E-9,0.6962
4.572E-9,0.6961
4.573E-9,0.6958
4.574E-9,0.6954
4.577E-9,0.6946
4.579E-9,0.6937
4.585E-9,0.6919
4.595E-9,0.6883
4.608E-9,0.6843
4.608E-9,0.6841
4.609E-9,0.6839
4.61E-9,0.6834
4.613E-9,0.6825
4.619E-9,0.6806
4.63E-9,0.6767
4.653E-9,0.6690
4.684E-9,0.6586
4.714E-9,0.6482
4.714E-9,0.6481
4.715E-9,0.6481
4.715E-9,0.6480
4.716E-9,0.6477
4.717E-9,0.6472
4.719E-9,0.6464
4.722E-9,0.6455
4.727E-9,0.6437
4.738E-9,0.6401
4.75E-9,0.6359
4.751E-9,0.6358
4.751E-9,0.6356
4.753E-9,0.6351
4.756E-9,0.6341
4.761E-9,0.6321
4.773E-9,0.6282
4.796E-9,0.6204
4.826E-9,0.6099
4.857E-9,0.5993
4.857E-9,0.5992
4.858E-9,0.5992
4.858E-9,0.5991
4.859E-9,0.5988
4.86E-9,0.5983
4.862E-9,0.5975
4.865E-9,0.5966
4.87E-9,0.5948
4.881E-9,0.5911
4.893E-9,0.5869
4.894E-9,0.5868
4.894E-9,0.5865
4.896E-9,0.5860
4.899E-9,0.5850
4.904E-9,0.5831
4.916E-9,0.5791
4.939E-9,0.5712
4.969E-9,0.5606
5.0E-9,0.5500
5.0E-9,0.5499
5.0E-9,0.5499
5.001E-9,0.5498
5.001E-9,0.5495
5.003E-9,0.5490
5.005E-9,0.5482
5.008E-9,0.5473
5.013E-9,0.5454
5.024E-9,0.5417
5.036E-9,0.5375
5.036E-9,0.5374
5.037E-9,0.5372
5.039E-9,0.5367
5.041E-9,0.5357
5.047E-9,0.5337
5.059E-9,0.5298
5.081E-9,0.5219
5.112E-9,0.5113
5.143E-9,0.5007
5.143E-9,0.5006
5.143E-9,0.5006
5.144E-9,0.5005
5.144E-9,0.5002
5.146E-9,0.4997
5.148E-9,0.4989
5.151E-9,0.4980
5.156E-9,0.4962
5.167E-9,0.4925
5.179E-9,0.4883
5.179E-9,0.4882
5.18E-9,0.4879
5.181E-9,0.4874
5.184E-9,0.4865
5.19E-9,0.4845
5.201E-9,0.4806
5.224E-9,0.4727
5.255E-9,0.4623
5.286E-9,0.4518
5.286E-9,0.4517
5.286E-9,0.4517
5.286E-9,0.4516
5.287E-9,0.4513
5.289E-9,0.4508
5.291E-9,0.4500
5.294E-9,0.4491
5.299E-9,0.4473
5.310E-9,0.4437
5.322E-9,0.4396
5.322E-9,0.4394
5.323E-9,0.4392
5.324E-9,0.4387
5.327E-9,0.4377
5.333E-9,0.4358
5.344E-9,0.4319
5.367E-9,0.4242
5.398E-9,0.4139
5.429E-9,0.4037
5.429E-9,0.4036
5.429E-9,0.4036
5.429E-9,0.4034
5.43E-9,0.4032
5.431E-9,0.4027
5.434E-9,0.4020
5.436E-9,0.4011
5.442E-9,0.3993
5.452E-9,0.3957
5.465E-9,0.3917
5.465E-9,0.3916
5.466E-9,0.3913
5.467E-9,0.3909
5.47E-9,0.3899
5.476E-9,0.3880
5.487E-9,0.3843
5.51E-9,0.3768
5.541E-9,0.3667
5.571E-9,0.3567
5.572E-9,0.3567
5.572E-9,0.3566
5.572E-9,0.3565
5.573E-9,0.3563
5.574E-9,0.3558
5.577E-9,0.3551
5.579E-9,0.3542
5.585E-9,0.3525
5.595E-9,0.3490
5.608E-9,0.3451
5.608E-9,0.3450
5.609E-9,0.3448
5.61E-9,0.3443
5.613E-9,0.3434
5.619E-9,0.3416
5.63E-9,0.3379
5.653E-9,0.3307
5.684E-9,0.3210
5.714E-9,0.3114
5.714E-9,0.3113
5.715E-9,0.3113
5.715E-9,0.3111
5.716E-9,0.3109
5.717E-9,0.3105
5.719E-9,0.3098
5.722E-9,0.3089
5.727E-9,0.3073
5.738E-9,0.3039
5.75E-9,0.3002
5.751E-9,0.3001
5.751E-9,0.2999
5.753E-9,0.2994
5.756E-9,0.2985
5.761E-9,0.2968
5.773E-9,0.2933
5.796E-9,0.2863
5.826E-9,0.2771
5.857E-9,0.2679
5.857E-9,0.2679
5.858E-9,0.2678
5.858E-9,0.2677
5.859E-9,0.2675
5.86E-9,0.2671
5.862E-9,0.2664
5.865E-9,0.2656
5.87E-9,0.2640
5.881E-9,0.2608
5.893E-9,0.2573
5.894E-9,0.2572
5.894E-9,0.2570
5.896E-9,0.2565
5.899E-9,0.2557
5.904E-9,0.2540
5.916E-9,0.2507
5.939E-9,0.2441
5.969E-9,0.2354
6.0E-9,0.2267
6.0E-9,0.2267
6.0E-9,0.2266
6.001E-9,0.2265
6.001E-9,0.2263
6.003E-9,0.2259
6.005E-9,0.2253
6.008E-9,0.2245
6.013E-9,0.2230
6.024E-9,0.2201
6.036E-9,0.2167
6.036E-9,0.2166
6.037E-9,0.2164
6.039E-9,0.2160
6.041E-9,0.2152
6.047E-9,0.2137
6.059E-9,0.2106
6.081E-9,0.2044
6.112E-9,0.1962
6.143E-9,0.1881
6.143E-9,0.1881
6.143E-9,0.1880
6.144E-9,0.1879
6.144E-9,0.1878
6.146E-9,0.1874
6.148E-9,0.1868
6.151E-9,0.1861
6.156E-9,0.1847
6.167E-9,0.1819
6.179E-9,0.1788
6.179E-9,0.1787
6.18E-9,0.1786
6.181E-9,0.1782
6.184E-9,0.1775
6.19E-9,0.1760
6.201E-9,0.1731
6.224E-9,0.1674
6.255E-9,0.1599
6.286E-9,0.1525
6.286E-9,0.1524
6.286E-9,0.1524
6.286E-9,0.1523
6.287E-9,0.1521
6.289E-9,0.1518
6.291E-9,0.1512
6.294E-9,0.1506
6.299E-9,0.1493
6.310E-9,0.1468
6.322E-9,0.1440
6.322E-9,0.1439
6.323E-9,0.1437
6.324E-9,0.1434
6.327E-9,0.1427
6.333E-9,0.1414
6.344E-9,0.1387
6.367E-9,0.1335
6.398E-9,0.1267
6.429E-9,0.1200
6.429E-9,0.1200
6.429E-9,0.1199
6.429E-9,0.1198
6.43E-9,0.1197
6.431E-9,0.1194
6.434E-9,0.1189
6.436E-9,0.1183
6.442E-9,0.1172
6.452E-9,0.1149
6.465E-9,0.1123
6.465E-9,0.1123
6.466E-9,0.1121
6.467E-9,0.1118
6.47E-9,0.1112
6.476E-9,0.1100
6.487E-9,0.1077
6.51E-9,0.1030
6.541E-9,0.09692
6.571E-9,0.09098
6.572E-9,0.09095
6.572E-9,0.09092
6.572E-9,0.09085
6.573E-9,0.09071
6.574E-9,0.09044
6.577E-9,0.09000
6.579E-9,0.08949
6.585E-9,0.08848
6.595E-9,0.08648
6.608E-9,0.08424
6.608E-9,0.08417
6.609E-9,0.08404
6.61E-9,0.08378
6.613E-9,0.08325
6.619E-9,0.08221
6.63E-9,0.08015
6.653E-9,0.07609
6.684E-9,0.07079
6.714E-9,0.06567
6.714E-9,0.06564
6.715E-9,0.06561
6.715E-9,0.06556
6.716E-9,0.06544
6.717E-9,0.06521
6.719E-9,0.06483
6.722E-9,0.06439
6.727E-9,0.06353
6.738E-9,0.06181
6.75E-9,0.05989
6.751E-9,0.05983
6.751E-9,0.05972
6.753E-9,0.05950
6.756E-9,0.05905
6.761E-9,0.05817
6.773E-9,0.05641
6.796E-9,0.05298
6.826E-9,0.04853
6.857E-9,0.04426
6.857E-9,0.04424
6.858E-9,0.04421
6.858E-9,0.04416
6.859E-9,0.04407
6.86E-9,0.04387
6.862E-9,0.04356
6.865E-9,0.04320
6.87E-9,0.04248
6.881E-9,0.04107
6.893E-9,0.03949
6.894E-9,0.03944
6.894E-9,0.03935
6.896E-9,0.03917
6.899E-9,0.03880
6.904E-9,0.03808
6.916E-9,0.03665
6.939E-9,0.03387
6.969E-9,0.03030
7.0E-9,0.02692
7.0E-9,0.02690
7.0E-9,0.02688
7.001E-9,0.02684
7.001E-9,0.02677
7.003E-9,0.02661
7.005E-9,0.02637
7.008E-9,0.02609
7.013E-9,0.02553
7.024E-9,0.02442
7.036E-9,0.02320
7.036E-9,0.02317
7.037E-9,0.02310
7.039E-9,0.02295
7.041E-9,0.02267
7.047E-9,0.02211
7.059E-9,0.02102
7.081E-9,0.01891
7.112E-9,0.01625
7.143E-9,0.01379
7.143E-9,0.01378
7.143E-9,0.01376
7.144E-9,0.01373
7.144E-9,0.01368
7.146E-9,0.01357
7.148E-9,0.01339
7.151E-9,0.01319
7.156E-9,0.01279
7.167E-9,0.01201
7.179E-9,0.01115
7.179E-9,0.01113
7.18E-9,0.01108
7.181E-9,0.01098
7.184E-9,0.01079
7.19E-9,0.01040
7.201E-9,9.65E-3
7.224E-9,8.232E-3
7.255E-9,6.504E-3
7.286E-9,4.978E-3
7.286E-9,4.969E-3
7.286E-9,4.961E-3
7.286E-9,4.945E-3
7.287E-9,4.912E-3
7.289E-9,4.846E-3
7.291E-9,4.74E-3
7.294E-9,4.62E-3
7.299E-9,4.383E-3
7.310E-9,3.929E-3
7.322E-9,3.444E-3
7.322E-9,3.431E-3
7.323E-9,3.403E-3
7.324E-9,3.349E-3
7.327E-9,3.241E-3
7.333E-9,3.030E-3
7.344E-9,2.63E-3
7.367E-9,1.915E-3
7.398E-9,1.132E-3
7.429E-9,5.538E-4
7.429E-9,5.51E-4
7.429E-9,5.483E-4
7.429E-9,5.428E-4
7.43E-9,5.319E-4
7.431E-9,5.104E-4
7.434E-9,4.764E-4
7.436E-9,4.387E-4
7.442E-9,3.679E-4
7.452E-9,2.449E-4
7.465E-9,1.357E-4
7.465E-9,1.33E-4
7.466E-9,1.276E-4
7.467E-9,1.172E-4
7.47E-9,9.771E-5
7.476E-9,6.403E-5
7.487E-9,1.795E-5
7.51E-9,1.086E-5
7.541E-9,1.8E-4
7.571E-9,5.538E-4
7.572E-9,5.566E-4
7.572E-9,5.594E-4
7.572E-9,5.649E-4
7.573E-9,5.762E-4
7.574E-9,5.99E-4
7.577E-9,6.459E-4
7.583E-9,7.452E-4
7.594E-9,9.648E-4
7.607E-9,1.254E-3
7.608E-9,1.262E-3
7.609E-9,1.279E-3
7.61E-9,1.313E-3
7.613E-9,1.382E-3
7.619E-9,1.526E-3
7.63E-9,1.834E-3
7.653E-9,2.535E-3
7.684E-9,3.654E-3
7.714E-9,4.978E-3
7.714E-9,4.986E-3
7.715E-9,4.994E-3
7.715E-9,5.011E-3
7.716E-9,5.044E-3
7.717E-9,5.111E-3
7.719E-9,5.221E-3
7.722E-9,5.349E-3
7.727E-9,5.609E-3
7.738E-9,6.149E-3
7.75E-9,6.791E-3
7.751E-9,6.810E-3
7.751E-9,6.849E-3
7.753E-9,6.927E-3
7.756E-9,7.084E-3
7.761E-9,7.403E-3
7.773E-9,8.063E-3
7.796E-9,9.466E-3
7.826E-9,0.01153
7.857E-9,0.01379
7.857E-9,0.01380
7.857E-9,0.01382
7.858E-9,0.01384
7.859E-9,0.01390
7.86E-9,0.01401
7.862E-9,0.01419
7.865E-9,0.01440
7.87E-9,0.01482
7.881E-9,0.01569
7.893E-9,0.01670
7.894E-9,0.01673
7.894E-9,0.01679
7.896E-9,0.01691
7.899E-9,0.01716
7.904E-9,0.01765
7.916E-9,0.01866
7.939E-9,0.02075
7.969E-9,0.02374
8.0E-9,0.02692
8.0E-9,0.02694
8.0E-9,0.02696
8.001E-9,0.02700
8.001E-9,0.02707
8.003E-9,0.02722
8.005E-9,0.02747
8.008E-9,0.02776
8.013E-9,0.02835
8.024E-9,0.02953
8.036E-9,0.03090
8.036E-9,0.03095
8.037E-9,0.03103
8.039E-9,0.03119
8.041E-9,0.03152
8.047E-9,0.03218
8.059E-9,0.03353
8.081E-9,0.03630
8.112E-9,0.04018
8.143E-9,0.04426
8.143E-9,0.04428
8.143E-9,0.04431
8.144E-9,0.04436
8.144E-9,0.04445
8.146E-9,0.04465
8.148E-9,0.04497
8.151E-9,0.04533
8.156E-9,0.04607
8.167E-9,0.04757
8.179E-9,0.04929
8.179E-9,0.04934
8.18E-9,0.04944
8.181E-9,0.04965
8.184E-9,0.05006
8.19E-9,0.05088
8.201E-9,0.05256
8.224E-9,0.05598
8.255E-9,0.06073
8.286E-9,0.06567
8.286E-9,0.06570
8.286E-9,0.06573
8.286E-9,0.06579
8.287E-9,0.06591
8.289E-9,0.06614
8.291E-9,0.06652
8.294E-9,0.06697
8.299E-9,0.06785
8.31E-9,0.06965
8.322E-9,0.07170
8.322E-9,0.07176
8.323E-9,0.07189
8.324E-9,0.07213
8.327E-9,0.07262
8.333E-9,0.07360
8.344E-9,0.07559
8.367E-9,0.07963
8.398E-9,0.08522
8.429E-9,0.09098
8.429E-9,0.09102
8.429E-9,0.09105
8.429E-9,0.09112
8.43E-9,0.09126
8.431E-9,0.09153
8.434E-9,0.09197
8.436E-9,0.09249
8.442E-9,0.09352
8.452E-9,0.09559
8.465E-9,0.09797
8.465E-9,0.09804
8.466E-9,0.09818
8.467E-9,0.09846
8.47E-9,0.09903
8.476E-9,0.1002
8.487E-9,0.1024
8.51E-9,0.1071
8.541E-9,0.1135
8.571E-9,0.1200
8.572E-9,0.1200
8.572E-9,0.1201
8.572E-9,0.1201
8.573E-9,0.1203
8.574E-9,0.1206
8.577E-9,0.1211
8.579E-9,0.1217
8.585E-9,0.1229
8.595E-9,0.1252
8.607E-9,0.1279
8.608E-9,0.1280
8.609E-9,0.1281
8.61E-9,0.1284
8.613E-9,0.1291
8.619E-9,0.1303
8.63E-9,0.1329
8.653E-9,0.1381
8.684E-9,0.1452
8.714E-9,0.1525
8.714E-9,0.1525
8.715E-9,0.1525
8.715E-9,0.1526
8.716E-9,0.1528
8.717E-9,0.1531
8.719E-9,0.1537
8.722E-9,0.1543
8.727E-9,0.1556
8.738E-9,0.1582
8.75E-9,0.1612
8.751E-9,0.1613
